MainDTN,ChE30M,ChERM,ChE30,MDTN_R,ChEBM,MDTN_B,NSCh2pD,NFCh30m,TotCha,geometry,corridor_name
71.73,0.0,16.27,28.82,39.46,12.55,32.27,20.0,2.0,22.0,"POLYGON ((22.812508310253936 53.697184156355235, 22.779857378946705 53.9153054284103, 23.169063684080786 53.93313540571989, 23.199700015167878 53.714922426234, 22.812508310253936 53.697184156355235))",
17.81,0.0,2.8,9.35,5.17,6.54,12.64,3.0,2.0,5.0,"POLYGON ((9.127232126731448 48.429856992654116, 9.035475343907086 48.64202863991722, 9.370039701908246 48.70005197052847, 9.460407944490413 48.487640133646, 9.127232126731448 48.429856992654116))",
146.74,0.0,7.95,91.05,14.44,83.1,132.3,8.0,6.0,14.0,"POLYGON ((21.125624625715442 46.092526920248105, 21.090532203570234 46.3122915620955, 21.41914621203929 46.335382413050944, 21.452807582421556 46.11552671849794, 21.125624625715442 46.092526920248105))",
17.45,0.0,3.37,10.35,5.62,6.99,11.84,3.0,2.0,5.0,"POLYGON ((-3.7948873839328576 43.29190279476155, -3.9285762276407805 43.492945617303846, -3.6456632476660875 43.58802046734904, -3.512809364047451 43.386666473452124, -3.7948873839328576 43.29190279476155))",
7.41,0.0,2.77,3.6,5.48,0.83,1.93,3.0,1.0,4.0,"POLYGON ((21.405196129656566 42.09300616189203, 21.37384914636476 42.31503598350254, 21.678214528241195 42.33754341673236, 21.708332535667996 42.11543575363111, 21.405196129656566 42.09300616189203))",
55.16,0.0,7.85,30.65,14.67,22.8,40.49,8.0,3.0,11.0,"POLYGON ((5.429816708666224 50.72147571552323, 5.316018361051147 50.92981304141553, 5.662477700165007 50.998154420912414, 5.7748394248945365 50.789515472144664, 5.429816708666224 50.72147571552323))",
4.49,0.0,0.32,2.72,0.52,2.41,3.97,1.0,1.0,2.0,"POLYGON ((-1.6650349799828577 53.59515690743938, -1.8213365046450218 53.795546789899795, -1.4643683176114553 53.883369799515826, -1.3094491651143405 53.68256566266416, -1.6650349799828577 53.59515690743938))",
1.21,0.0,0.12,0.83,0.17,0.72,1.04,1.0,1.0,2.0,"POLYGON ((27.03494206662796 63.05943238552763, 27.021409597575264 63.28134661491202, 27.524385559336253 63.2866098652757, 27.534538146896573 63.06465569656462, 27.03494206662796 63.05943238552763))",
66.73,0.0,23.43,38.61,40.14,15.18,26.58,21.0,2.0,23.0,"POLYGON ((7.473827315269968 48.126663949670466, 7.37529184210446 48.33758780905129, 7.705609915782419 48.40037486832911, 7.8028118261275905 48.18919536924614, 7.473827315269968 48.126663949670466))",
91.9,0.0,29.02,51.11,54.42,22.09,37.48,28.0,3.0,31.0,"POLYGON ((7.307995517802207 49.243544454634595, 7.206331940996178 49.453954906048885, 7.544391265656327 49.517101423164426, 7.644660352608826 49.30642407795294, 7.307995517802207 49.243544454634595))",
109.14,0.0,11.49,73.18,17.27,61.69,91.87,9.0,5.0,14.0,"POLYGON ((8.193789995455571 44.1212888003708, 8.10584083622781 44.334598204917604, 8.411414195371647 44.39584770873834, 8.498214186982107 44.18231944319028, 8.193789995455571 44.1212888003708))",
15.55,0.0,3.57,9.56,5.69,5.99,9.86,3.0,2.0,5.0,"POLYGON ((-1.7350894481496604 54.77318689457393, -1.8962718248640105 54.97345120268235, -1.5290856525764407 55.06144982092981, -1.3693640563384135 54.86075208356795, -1.7350894481496604 54.77318689457393))",
28.42,0.0,2.95,14.2,5.97,11.25,22.45,3.0,2.0,5.0,"POLYGON ((25.258611142324057 52.474528645795026, 25.23934796127124 52.69326727074134, 25.618245157668635 52.70388892376079, 25.63559056437868 52.48509793110117, 25.258611142324057 52.474528645795026))",
71.64,0.0,22.81,41.51,39.33,18.7,32.3,20.0,2.0,22.0,"POLYGON ((3.2599565090672433 50.49944376753616, 3.136718458897371 50.70573460585001, 3.478005564093512 50.7801835917066, 3.5998844661731217 50.57356994369412, 3.2599565090672433 50.49944376753616))",
0.45,0.0,0.08,0.31,0.12,0.24,0.34,1.0,1.0,2.0,"POLYGON ((11.470993145496802 42.20833957950056, 11.399224387548015 42.425249790759615, 11.697406283795434 42.477256605756246, 11.76805121077707 42.260169832897056, 11.470993145496802 42.20833957950056))",
144.17,0.0,22.14,106.89,29.63,84.75,114.54,15.0,5.0,20.0,"POLYGON ((9.558000997229266 44.84614663917396, 9.474503657874699 45.06017941327105, 9.785992899639751 45.117382406543996, 9.868282013827955 44.903139237047206, 9.558000997229266 44.84614663917396))",
59.55,0.0,3.06,33.02,6.32,29.96,53.23,4.0,3.0,7.0,"POLYGON ((7.699053213459716 52.290288455493396, 7.5921190430518894 52.50032731404306, 7.954626377766532 52.5621457528704, 8.05995145512288 52.351815776252884, 7.699053213459716 52.290288455493396))",
1.4,0.0,0.75,1.0,1.05,0.25,0.35,1.0,1.0,2.0,"POLYGON ((5.089254575558786 46.47672053026103, 4.9838411740833815 46.68615077973818, 5.299857238722608 46.755925159908955, 5.404079573659668 46.54622881720652, 5.089254575558786 46.47672053026103))",
1.31,0.0,0.11,0.54,0.27,0.43,1.04,1.0,1.0,2.0,"POLYGON ((25.024265686559588 50.93090912786485, 25.00451787220736 51.1499023982731, 25.370207733763092 51.16124930296447, 25.38816940555571 50.942203074885015, 25.024265686559588 50.93090912786485))",
3.93,0.0,2.32,2.67,3.41,0.35,0.52,2.0,1.0,3.0,"POLYGON ((10.070201243347075 62.65549605796654, 9.94477302489159 62.86992228843084, 10.42611826808465 62.92557427734606, 10.548653989064455 62.71074631236031, 10.070201243347075 62.65549605796654))",
0.07,0.0,0.03,0.03,0.07,0.0,0.0,1.0,1.0,2.0,"POLYGON ((13.428212987024953 53.57772289258438, 13.347058436505801 53.791788822033354, 13.728096851277993 53.83710853004784, 13.807393586190747 53.62281466060655, 13.428212987024953 53.57772289258438))",
122.18,0.0,40.35,63.66,77.34,23.3,44.83,39.0,3.0,42.0,"POLYGON ((12.640496614587889 50.56072390689403, 12.561042580100853 50.774784423134435, 12.915608931135296 50.822509367372994, 12.993461966571667 50.60823379934697, 12.640496614587889 50.56072390689403))",
5.44,0.0,0.6,3.58,0.87,2.99,4.57,1.0,1.0,2.0,"POLYGON ((25.523284920714023 44.54645359320927, 25.508152403671044 44.76799473387327, 25.828262903921324 44.77803477544825, 25.842025088254292 44.556455858147025, 25.523284920714023 44.54645359320927))",
15.91,0.0,2.71,10.34,4.04,7.64,11.86,3.0,2.0,5.0,"POLYGON ((0.9699123395660004 48.075767592013115, 0.8430580493413004 48.28036860624838, 1.1631367309519343 48.36145676614526, 1.288831836295231 48.156535930880025, 0.9699123395660004 48.075767592013115))",
2.93,0.0,1.7,1.89,2.64,0.19,0.29,2.0,1.0,3.0,"POLYGON ((23.22172203703887 45.11301896777822, 23.196406262127883 45.33383507135162, 23.519490528710037 45.35073364497805, 23.543415721498942 45.12985287488179, 23.22172203703887 45.11301896777822))",
54.35,0.0,7.93,37.07,11.3,29.14,43.05,6.0,3.0,9.0,"POLYGON ((-1.6390954925371193 48.09195616481716, -1.7771346070131555 48.29356276653136, -1.4616187665571847 48.38181945381267, -1.324660367873493 48.17986959556595, -1.6390954925371193 48.09195616481716))",
4.3,0.0,1.9,2.87,2.91,0.96,1.39,2.0,1.0,3.0,"POLYGON ((-1.2202046723565494 44.116069388807716, -1.3459913732518753 44.31987054732787, -1.0540364223905905 44.40770686656275, -0.9291818212580777 44.203605710002435, -1.2202046723565494 44.116069388807716))",
95.33,0.0,22.74,50.24,48.95,27.5,46.39,25.0,3.0,28.0,"POLYGON ((18.57699240019049 51.878748994571176, 18.524520932985666 52.0956911642843, 18.895132447791486 52.12603519771343, 18.94580021577215 51.90894775726266, 18.57699240019049 51.878748994571176))",
10.59,0.0,4.42,4.85,9.82,0.43,0.77,5.0,1.0,6.0,"POLYGON ((21.580369452290913 49.66716385570521, 21.544716182889502 49.88570398400109, 21.89910463289873 49.907280363540956, 21.933091966875253 49.68864417711462, 21.580369452290913 49.66716385570521))",
41.33,0.0,6.86,13.69,20.74,6.83,20.59,11.0,2.0,13.0,"POLYGON ((8.227663166296143 48.039197324950884, 8.132654343279823 48.25078366403954, 8.463345178236741 48.31142553840559, 8.557008045845285 48.09959230036691, 8.227663166296143 48.039197324950884))",
260.87,0.0,48.13,135.55,93.45,87.42,167.42,47.0,7.0,54.0,"POLYGON ((6.576421927005396 50.71328744866367, 6.467994962168641 50.92266383916554, 6.816106803333661 50.987764334556594, 6.923065871230238 50.778099301483984, 6.576421927005396 50.71328744866367))",
5.96,0.0,1.19,3.19,2.19,2.0,3.77,2.0,1.0,3.0,"POLYGON ((14.412553498213166 50.78802665849177, 14.341207168783361 51.00312139024855, 14.699368833282184 51.04568775049118, 14.769063671169018 50.83039872716714, 14.412553498213166 50.78802665849177))",
3.63,0.0,0.7,2.55,1.03,1.84,2.6,1.0,1.0,2.0,"POLYGON ((-1.9523694441345925 48.00317721614117, -2.09147540035156 48.20443886492634, -1.7771346070131555 48.29356276653136, -1.6390954925371193 48.09195616481716, -1.9523694441345925 48.00317721614117))",
3.3,0.0,0.41,1.47,1.04,1.06,2.26,1.0,1.0,2.0,"POLYGON ((16.9574036416017 45.487500149982544, 16.904593814679803 45.705881152947164, 17.226850022650737 45.74136337728485, 17.27830470803483 45.52284623846506, 16.9574036416017 45.487500149982544))",
2.38,0.0,0.3,1.68,0.42,1.38,1.96,1.0,1.0,2.0,"POLYGON ((3.3552650108814404 45.13314816359666, 3.245503457925961 45.34148717388376, 3.5506588316964955 45.41637156172265, 3.6593321863492965 45.20776160536933, 3.3552650108814404 45.13314816359666))",
64.03,0.0,10.69,43.99,15.47,33.31,48.56,8.0,3.0,11.0,"POLYGON ((1.5319464251947372 43.471387843740104, 1.4184471129877851 43.67865400308331, 1.7112429260897704 43.758976305186145, 1.8237642278149284 43.55143748106829, 1.5319464251947372 43.471387843740104))",
11.13,0.0,1.3,6.35,2.1,5.05,9.04,2.0,2.0,4.0,"POLYGON ((1.2202107901892414 40.98631602391309, 1.1106374523152536 41.19468186283862, 1.3898154484858867 41.27644005799002, 1.4985034740752836 41.06781875608925, 1.2202107901892414 40.98631602391309))",
0.54,0.0,0.23,0.32,0.37,0.1,0.17,1.0,1.0,2.0,"POLYGON ((25.49288896575903 44.98941751221228, 25.47749290188391 45.21072398605812, 25.800379647217063 45.22084085035132, 25.81438160761363 44.99949575159026, 25.49288896575903 44.98941751221228))",
92.34,0.0,27.9,56.89,45.81,29.0,46.53,23.0,3.0,26.0,"POLYGON ((-3.6143932132164114 40.39006961568819, -3.7405043300874095 40.59301909718717, -3.4719546393281098 40.68838237493041, -3.3465986093518585 40.48514869936595, -3.6143932132164114 40.39006961568819))",
11.85,0.0,2.2,8.04,3.27,5.84,8.58,2.0,2.0,4.0,"POLYGON ((1.6533134526590656 50.603248638096936, 1.5224360291113361 50.8078465104811, 1.8617542856351206 50.88675440830791, 1.9913164215155315 50.68181589012949, 1.6533134526590656 50.603248638096936))",
4.93,0.0,2.24,2.96,3.75,0.72,1.19,2.0,1.0,3.0,"POLYGON ((-5.601132133255749 41.90842240378648, -5.73806994774095 42.10783818689526, -5.465627580012098 42.208168638047376, -5.3294349543653485 42.00844269712086, -5.601132133255749 41.90842240378648))",
10.54,0.0,0.1,2.05,3.05,1.95,7.49,2.0,1.0,3.0,"POLYGON ((23.647603014865872 37.957731428015705, 23.62701050249966 38.1832556853136, 23.91066080681512 38.19925806121555, 23.930180036941312 37.97368534264392, 23.647603014865872 37.957731428015705))",
106.02,0.0,33.91,57.48,61.21,23.57,44.81,31.0,3.0,34.0,"POLYGON ((7.982230872807037 49.36834183838719, 7.883368345242859 49.57928291749624, 8.223252755925646 49.6404958148947, 8.320696747959113 49.4292942154933, 7.982230872807037 49.36834183838719))",
61.12,0.0,17.58,32.69,33.14,15.11,27.99,17.0,2.0,19.0,"POLYGON ((10.330238247420077 53.39004562647359, 10.233724291484785 53.602027900651095, 10.609380394546331 53.65628894489684, 10.704127211005515 53.44403821386914, 10.330238247420077 53.39004562647359))",
34.9,0.0,10.35,20.38,17.44,10.03,17.45,9.0,2.0,11.0,"POLYGON ((14.616403831147535 49.021874389669, 14.548712917099442 49.2375823649294, 14.89344163565407 49.279661537693784, 14.95960062192438 49.06377276956175, 14.616403831147535 49.021874389669))",
31.66,0.0,3.27,17.8,6.86,14.54,24.8,4.0,2.0,6.0,"POLYGON ((-6.917497029975707 40.39519106546913, -7.055408383461588 40.59368162541697, -6.792734930420931 40.69800711896578, -6.655495045353384 40.499212377065916, -6.917497029975707 40.39519106546913))",
37.28,0.0,8.2,19.0,16.05,10.8,21.23,9.0,2.0,11.0,"POLYGON ((10.165003888848736 52.00818562230935, 10.070757044439267 52.220221392451805, 10.434226965384427 52.27500714674835, 10.526821414011916 52.062713639030626, 10.165003888848736 52.00818562230935))",
0.06,0.0,0.04,0.04,0.06,0.0,0.0,1.0,1.0,2.0,"POLYGON ((20.60815768186107 39.32153902886353, 20.575224896908335 39.54517932938579, 20.86451926210731 39.57030238425833, 20.89634415765345 39.34658280612896, 20.60815768186107 39.32153902886353))",
113.3,0.0,16.35,61.38,31.78,45.03,81.52,16.0,4.0,20.0,"POLYGON ((14.544423995167337 48.11575112131753, 14.477697658384589 48.331731158177774, 14.815778955849991 48.374086452878856, 14.881032371150834 48.157929990951665, 14.544423995167337 48.11575112131753))",
62.92,0.0,23.17,31.95,46.27,8.78,16.66,24.0,2.0,26.0,"POLYGON ((9.214421790155638 53.221683320930076, 9.112693293234189 53.43283409422067, 9.485365730057099 53.490296345668135, 9.585370693528645 53.27886411933393, 9.214421790155638 53.221683320930076))",
0.11,0.0,0.08,0.08,0.11,0.0,0.0,1.0,1.0,2.0,"POLYGON ((23.484515996116826 66.34201404105146, 23.4428373067998 66.56721939986258, 24.000146004851402 66.58336533837074, 24.037696845019166 66.35801551301509, 23.484515996116826 66.34201404105146))",
4.7,0.0,2.79,3.28,4.03,0.48,0.67,3.0,1.0,4.0,"POLYGON ((3.107449455106494 43.65444081459578, 2.9997999967925018 43.863273839137854, 3.2959734098228775 43.93912697673199, 3.4026009085517694 43.73003285274632, 3.107449455106494 43.65444081459578))",
0.1,0.0,0.03,0.07,0.05,0.04,0.06,1.0,1.0,2.0,"POLYGON ((21.02877349969973 40.488045260650075, 20.996828679948344 40.71100465913337, 21.292309889929875 40.7347623694745, 21.323097550104972 40.511725040792754, 21.02877349969973 40.488045260650075))",
0.68,0.0,0.12,0.33,0.28,0.21,0.4,1.0,1.0,2.0,"POLYGON ((19.703211734105455 43.073745348503174, 19.66419871774939 43.294599212589986, 19.97338502184476 43.32212754664089, 20.01113658568864 43.101175619922856, 19.703211734105455 43.073745348503174))",
262.73,0.0,9.63,113.14,21.24,103.51,241.49,11.0,9.0,20.0,"POLYGON ((17.298499438900375 52.43093872748887, 17.238907808685887 52.64722813146492, 17.61333256800353 52.68130271375522, 17.67109303975959 52.464847346220395, 17.298499438900375 52.43093872748887))",
0.04,0.0,0.02,0.02,0.04,0.0,0.0,1.0,1.0,2.0,"POLYGON ((10.622808687994848 50.946386288090764, 10.532996513139238 51.1589672720792, 10.888340543178456 51.21249444517304, 10.976567621541692 50.99967053950695, 10.622808687994848 50.946386288090764))",
65.52,0.0,0.39,47.35,0.54,46.96,64.98,1.0,4.0,5.0,"POLYGON ((12.795428996087317 41.97466360482351, 12.729266829052037 42.1926170800242, 13.027387285369159 42.24076473515469, 13.09241582161084 42.022648384969514, 12.795428996087317 41.97466360482351))",
94.08,0.0,33.39,44.4,71.51,11.01,22.57,36.0,2.0,38.0,"POLYGON ((17.6438725431079 51.13185696003197, 17.58771778356156 51.348542093196805, 17.95141124086336 51.381651136266775, 18.005835490355143 51.164811899832436, 17.6438725431079 51.13185696003197))",
74.84,0.0,1.49,32.75,3.29,31.26,71.55,2.0,4.0,6.0,"POLYGON ((24.050262083361954 56.38232030743522, 24.022293084852343 56.60078299073499, 24.438819816054416 56.614928454464966, 24.464476574804536 56.39638517147715, 24.050262083361954 56.38232030743522))",
65.99,0.0,18.34,46.5,25.93,28.16,40.06,13.0,3.0,16.0,"POLYGON ((4.569136398169087 46.12593250815177, 4.46227661197018 46.335017714742804, 4.775317786173224 46.40631572432258, 4.881015670629049 46.196962399945164, 4.569136398169087 46.12593250815177))",
13.92,0.0,2.66,5.38,6.86,2.72,7.06,4.0,1.0,5.0,"POLYGON ((25.861167274917456 49.41711373697985, 25.8460518996801 49.63663803081644, 26.199898999627937 49.64553784528048, 26.213340053382122 49.425974119042635, 25.861167274917456 49.41711373697985))",
5.76,0.0,0.68,3.92,1.04,3.24,4.72,1.0,1.0,2.0,"POLYGON ((-1.7918066294392718 52.12793513695181, -1.943394595255851 52.328339761350556, -1.598805232295886 52.41657500678242, -1.4485026905595877 52.21577598347756, -1.7918066294392718 52.12793513695181))",
108.84,0.0,22.45,56.03,44.08,33.58,64.76,23.0,4.0,27.0,"POLYGON ((13.373578092431988 52.67548713230629, 13.293864469925774 52.8896120515076, 13.666786463873041 52.935114824946446, 13.744721027618755 52.720768454872115, 13.373578092431988 52.67548713230629))",
152.32,0.0,15.05,78.56,27.9,63.51,124.42,14.0,6.0,20.0,"POLYGON ((7.5921190430518894 52.50032731404306, 7.484137893959527 52.71024599527324, 7.848267097119414 52.77235902694857, 7.954626377766532 52.5621457528704, 7.5921190430518894 52.50032731404306))",
2.12,0.0,0.06,0.91,0.14,0.85,1.98,1.0,1.0,2.0,"POLYGON ((19.21087458819697 42.35330158219431, 19.170363809019403 42.57439574218344, 19.475158099287643 42.60345371319682, 19.514445085454057 42.382258536038464, 19.21087458819697 42.35330158219431))",
111.33,0.0,67.18,80.53,92.9,13.35,18.42,47.0,2.0,49.0,"POLYGON ((1.3300679443759933 46.2721002288024, 1.2093339728332901 46.47779682871725, 1.5183182180064874 46.558159876639635, 1.637966271718356 46.35216436271185, 1.3300679443759933 46.2721002288024))",
0.14,0.0,0.05,0.05,0.14,0.0,0.0,1.0,1.0,2.0,"POLYGON ((38.716995660000826 48.39778368702844, 38.76201381112339 48.61597709930716, 39.105276570607245 48.586748616989304, 39.058708063713105 48.36867919762155, 38.716995660000826 48.39778368702844))",
38.36,0.0,21.16,26.38,30.55,5.21,7.8,16.0,1.0,17.0,"POLYGON ((21.610734784513895 62.68334066256778, 21.56113146821265 62.903905994840265, 22.056293048260713 62.92543712119573, 22.102649305779423 62.70471192440963, 21.610734784513895 62.68334066256778))",
317.18,0.0,10.48,153.75,19.74,143.27,297.43,10.0,11.0,21.0,"POLYGON ((19.279872775252326 47.05813898566415, 19.235776063261902 47.27682513479604, 19.56993842912428 47.30533061600351, 19.6125642856758 47.08652871167351, 19.279872775252326 47.05813898566415))",
1.24,0.0,0.27,0.73,0.44,0.46,0.79,1.0,1.0,2.0,"POLYGON ((10.227484935722552 47.479080933223685, 10.142399253250707 47.69244700963, 10.471647291061137 47.74739915289216, 10.555375971229829 47.53381193438547, 10.227484935722552 47.479080933223685))",
9.59,0.0,3.99,6.18,6.53,2.19,3.05,4.0,1.0,5.0,"POLYGON ((-8.206263240309632 37.034415256472755, -8.340711192697789 37.23328203936739, -8.09509198286896 37.342253119504065, -7.961211811497032 37.143104423502, -8.206263240309632 37.034415256472755))",
4.4,0.0,2.08,2.08,4.4,0.0,0.0,3.0,1.0,4.0,"POLYGON ((-6.013001411165613 54.6262088400763, -6.194338260051444 54.82104871229851, -5.838389302960286 54.92049895578965, -5.658312062430869 54.72518498429881, -6.013001411165613 54.6262088400763))",
56.88,0.0,2.92,22.27,6.91,19.35,49.97,4.0,3.0,7.0,"POLYGON ((24.055627887920277 49.7956617616318, 24.031725235876863 50.01477826462358, 24.38806157720952 50.029023745588994, 24.410270675255994 49.80984337400279, 24.055627887920277 49.7956617616318))",
17.67,0.0,0.26,12.16,0.37,11.91,17.3,1.0,2.0,3.0,"POLYGON ((0.4204530278769351 44.83449898214015, 0.2994574796483485 45.03984294215446, 0.5982694034326538 45.1229930258788, 0.7182627375966325 44.9173555954754, 0.4204530278769351 44.83449898214015))",
182.26,0.0,48.76,106.35,84.3,57.59,97.96,43.0,5.0,48.0,"POLYGON ((13.993075540544234 49.84041855041436, 13.921233590486175 50.055512805381134, 14.27155679886061 50.09935460917704, 14.341822481993571 49.88406693636259, 13.993075540544234 49.84041855041436))",
11.29,0.0,2.09,7.12,2.93,5.03,8.36,2.0,2.0,4.0,"POLYGON ((24.360093548903794 57.270720467199475, 24.33324936418516 57.48938473926201, 24.759597625800417 57.502610286639374, 24.784018273036423 57.28386796433042, 24.360093548903794 57.270720467199475))",
56.08,0.0,13.26,40.19,18.58,26.93,37.49,10.0,3.0,13.0,"POLYGON ((1.5183182180064874 46.558159876639635, 1.397669318127806 46.76393990893314, 1.7087580582855078 46.843732357141825, 1.8283032798556786 46.6376523960345, 1.5183182180064874 46.558159876639635))",
7.17,0.0,1.21,2.38,3.42,1.17,3.75,2.0,1.0,3.0,"POLYGON ((-1.7001820038587603 49.276099710153396, -1.842015002586634 49.477255207421855, -1.5185426877876973 49.565515511043934, -1.3778443434906271 49.36400274337177, -1.7001820038587603 49.276099710153396))",
45.84,0.0,3.81,19.75,8.76,15.94,37.08,5.0,3.0,8.0,"POLYGON ((20.382485642133826 52.23655004251005, 20.33866765304634 52.454118217648734, 20.71350085799637 52.479143312975076, 20.75546213087851 52.26145342826551, 20.382485642133826 52.23655004251005))",
127.56,0.0,40.92,77.16,67.54,36.23,60.01,34.0,3.0,37.0,"POLYGON ((6.972246494739021 49.17970651968674, 6.869200586764307 49.3898469713294, 7.206331940996178 49.453954906048885, 7.307995517802207 49.243544454634595, 6.972246494739021 49.17970651968674))",
314.35,0.0,89.72,170.11,164.7,80.39,149.65,83.0,6.0,89.0,"POLYGON ((11.70431270491592 52.00692170176863, 11.617608451785655 52.220057596845024, 11.982934831761384 52.27041354663667, 12.067950457955428 52.057039564649884, 11.70431270491592 52.00692170176863))",
2.2,0.0,0.61,1.6,0.85,0.99,1.36,1.0,1.0,2.0,"POLYGON ((10.570070405256265 44.79958994783051, 10.490890727998307 45.014411475212, 10.803200979371804 45.06868602324874, 10.881156220870132 44.85366447900364, 10.570070405256265 44.79958994783051))",
69.88,0.0,27.36,37.9,53.0,10.54,16.89,27.0,2.0,29.0,"POLYGON ((-1.7759024750939454 42.242802636231744, -1.899422280891966 42.44694311818292, -1.61853375243068 42.53674676962164, -1.4958686129467462 42.332318763365144, -1.7759024750939454 42.242802636231744))",
4.72,0.0,1.04,3.13,1.55,2.09,3.18,1.0,1.0,2.0,"POLYGON ((25.152601727844882 40.96245369028692, 25.136957517973027 41.186089623909716, 25.43623915381799 41.19737474286668, 25.450685812169365 40.97370105695504, 25.152601727844882 40.96245369028692))",
1.64,0.0,0.12,0.97,0.26,0.84,1.38,1.0,1.0,2.0,"POLYGON ((23.793536758582476 42.69195703623728, 23.77174248922408 42.9142420780807, 24.08033985049465 42.92954373157574, 24.10086378957743 42.70720458116229, 23.793536758582476 42.69195703623728))",
1.52,0.0,0.38,0.63,0.92,0.26,0.6,1.0,1.0,2.0,"POLYGON ((20.17158066467175 44.01103805945844, 20.133849701212537 44.23153317915581, 20.44883805707533 44.25759442441574, 20.485257812452954 44.037003499379935, 20.17158066467175 44.01103805945844))",
51.19,0.0,12.36,28.13,22.62,15.77,28.57,12.0,2.0,14.0,"POLYGON ((14.410361900779398 48.5475944484812, 14.342408447288367 48.763342697579496, 14.683472885643663 48.806056912576885, 14.74992850291524 48.59012818153852, 14.410361900779398 48.5475944484812))",
154.86,0.0,15.81,101.31,23.4,85.5,131.45,12.0,6.0,18.0,"POLYGON ((-2.096392178898795 52.52853340207087, -2.2508178186990735 52.72851575392022, -1.903639005068388 52.817552681409325, -1.75051118197661 52.61716732146789, -2.096392178898795 52.52853340207087))",
15.15,0.0,6.11,6.31,14.66,0.2,0.5,8.0,1.0,9.0,"POLYGON ((18.363920791119444 52.74617301365518, 18.309298686813463 52.96289348118786, 18.687301058247755 52.993837138908866, 18.740048538537437 52.77696391861179, 18.363920791119444 52.74617301365518))",
7.53,0.0,1.94,4.76,3.06,2.82,4.46,2.0,1.0,3.0,"POLYGON ((25.300784432888655 43.20389285332152, 25.285102183713764 43.42614817716091, 25.597041369543586 43.43690106501037, 25.611422582065924 43.21460703195177, 25.300784432888655 43.20389285332152))",
0.04,0.0,0.0,0.02,0.0,0.02,0.04,0.0,1.0,1.0,"POLYGON ((22.925701925576103 63.62820434321628, 22.883665472270874 63.84996428099975, 23.39413506197897 63.86760854353007, 23.432710305542255 63.64571136051353, 22.925701925576103 63.62820434321628))",
46.04,0.0,9.47,22.99,18.12,13.52,27.91,10.0,2.0,12.0,"POLYGON ((9.606401717217164 55.77442398686519, 9.500204667828909 55.98584089316339, 9.897498310293305 56.042162593057206, 10.001730618032276 55.83044183694372, 9.606401717217164 55.77442398686519))",
105.19,0.0,34.67,54.77,67.16,20.1,38.03,34.0,3.0,37.0,"POLYGON ((12.01867766518474 50.248922576316204, 11.936830654528725 50.462651075635634, 12.288281715368408 50.51219530927955, 12.368562277226177 50.298246381817584, 12.01867766518474 50.248922576316204))",
1.16,0.0,0.23,0.63,0.45,0.4,0.71,1.0,1.0,2.0,"POLYGON ((28.698721001670304 47.036934960595154, 28.6972016872743 47.2575338649901, 29.0339593910783 47.25803365049507, 29.0339593910783 47.03743270186314, 28.698721001670304 47.036934960595154))",
12.21,0.0,4.82,8.26,7.15,3.44,5.05,4.0,1.0,5.0,"POLYGON ((1.4672852971268204 42.975813996102936, 1.35459110107361 43.18327964171495, 1.6445590818231266 43.26388758026322, 1.7562949209660137 43.0561527975893, 1.4672852971268204 42.975813996102936))",
6.79,0.0,0.49,3.22,1.04,2.74,5.75,1.0,1.0,2.0,"POLYGON ((20.67731788838311 50.71201923640232, 20.636430057945628 50.9299929132703, 20.998636564730695 50.954197080753936, 21.037788815414192 50.736111809185104, 20.67731788838311 50.71201923640232))",
1.36,0.0,0.07,0.53,0.19,0.46,1.16,1.0,1.0,2.0,"POLYGON ((30.368755662318364 46.80880630329314, 30.374776500271576 47.02946939167237, 30.709878471224847 47.02499054525705, 30.70235379564239 46.804345631925294, 30.368755662318364 46.80880630329314))",
10.62,0.0,1.35,4.22,3.41,2.87,7.21,2.0,1.0,3.0,"POLYGON ((19.231169493807055 65.70793594914117, 19.15921751339699 65.9308907736002, 19.701897645257034 65.95990214029663, 19.76998048602149 65.73669779525515, 19.231169493807055 65.70793594914117))",
45.16,0.0,20.09,27.83,32.78,7.74,12.38,17.0,2.0,19.0,"POLYGON ((1.4985034740752836 41.06781875608925, 1.3898154484858867 41.27644005799002, 1.6698144341083427 41.35739415715146, 1.7776084092150617 41.14851886207289, 1.4985034740752836 41.06781875608925))",
0.09,0.0,0.02,0.04,0.04,0.02,0.04,1.0,1.0,2.0,"POLYGON ((20.86646896055099 41.601242062969554, 20.833218288212137 41.82341054979278, 21.134622813791086 41.84757051046631, 21.166670130233573 41.625319858920896, 20.86646896055099 41.601242062969554))",
3.91,0.0,1.67,2.65,2.5,0.98,1.4,2.0,1.0,3.0,"POLYGON ((10.109700042701546 60.833811506695525, 9.99106807306316 61.047070293812844, 10.447294393845944 61.10230562164131, 10.56332643823561 60.88867968447572, 10.109700042701546 60.833811506695525))",
4.09,0.0,0.1,2.72,0.13,2.63,3.96,1.0,1.0,2.0,"POLYGON ((16.840818288801163 39.13959749102975, 16.79342364320531 39.36178575594942, 17.07980292808566 39.39827663013564, 17.12612752144528 39.17597467988349, 16.840818288801163 39.13959749102975))",
1.26,0.0,0.0,0.77,0.0,0.77,1.26,0.0,1.0,1.0,"POLYGON ((-8.072953503709474 42.4730262767722, -8.220388393193335 42.66867183365921, -7.949870447874473 42.77544276111784, -7.80312672636308 42.5794667781425, -8.072953503709474 42.4730262767722))",
