MainDTN,ChE30M,ChERM,ChE30,MDTN_R,ChEBM,MDTN_B,NSCh2pD,NFCh30m,TotCha,geometry,corridor_name
0.22,0.0,0.0,0.19,0.0,0.19,0.22,0.0,1.0,1.0,"POLYGON ((7.408743248763508 49.03298225113371, 7.307995517802207 49.243544454634595, 7.644660352608826 49.30642407795294, 7.744023720152663 49.09559791117395, 7.408743248763508 49.03298225113371))",Motorway A 8 Corridor (Vinningen)
5.54,0.0,1.57,3.16,2.87,1.59,2.67,2.0,1.0,3.0,"POLYGON ((16.96372821904684 60.3944317299725, 16.8885161008437 60.611693972133764, 17.34783462235879 60.646861734473035, 17.420297842370022 60.429365782358744, 16.96372821904684 60.3944317299725))",Motorway E 4 Corridor (Gävleborg County)
1.26,0.0,0.28,0.83,0.42,0.55,0.85,1.0,1.0,2.0,"POLYGON ((-0.6497456441547953 53.36600694681148, -0.8003393868032015 53.567602534640535, -0.4432185396657997 53.65266872265665, -0.2940320322511961 53.45067290351778, -0.6497456441547953 53.36600694681148))",Motorway M180 Corridor (Hibaldstow)
6.09,0.0,0.1,4.42,0.16,4.32,5.94,1.0,1.0,2.0,"POLYGON ((25.14566339605599 66.38498836092062, 25.116404613061018 66.61058217087414, 25.675229954003296 66.62164751458299, 25.700327264242354 66.3959543439011, 25.14566339605599 66.38498836092062))",4 Route (Rovaniemi)
6.56,0.0,3.29,3.38,6.34,0.09,0.21,4.0,1.0,5.0,"POLYGON ((25.056716532082874 54.66078037479657, 25.035334197685774 54.8793221669253, 25.434536848580244 54.89050685088531, 25.453791477088437 54.67190532919808, 25.056716532082874 54.66078037479657))",Ukmergės g. Highway Corridor (Vilnius)
171.07,0.0,54.43,66.51,140.28,12.08,30.78,71.0,2.0,73.0,"POLYGON ((15.94062762089134 45.593747877536714, 15.883295516749463 45.811565230056935, 16.20548748985126 45.850036711038676, 16.261471603724395 45.632071569996604, 15.94062762089134 45.593747877536714))",Zagrebačka obilaznica Highway Corridor (City of Velika Gorica)
97.47,0.0,10.71,49.85,22.77,39.15,74.7,12.0,4.0,16.0,"POLYGON ((21.190669269891156 49.86308533895958, 21.15299777567522 50.081449422738665, 21.508721361112716 50.10416985256353, 21.544716182889502 49.88570398400109, 21.190669269891156 49.86308533895958))",Motorway A4 Corridor (Gołęczyna)
11.9,0.0,4.03,7.72,6.25,3.7,5.64,4.0,1.0,5.0,"POLYGON ((-8.144609799168379 41.171144300974355, -8.28882371021935 41.36741689340158, -8.024827478247985 41.4747711028591, -7.881270549923523 41.2781802826599, -8.144609799168379 41.171144300974355))",Motorway Autoestrada de Trás-os-Montes e Alto Douro Corridor (Amarante)
0.45,0.0,0.04,0.17,0.11,0.13,0.34,1.0,1.0,2.0,"POLYGON ((21.213183559698923 43.423014376358125, 21.180241297532607 43.64418904980509, 21.492192627782167 43.6671815091663, 21.523844703315753 43.4459238015834, 21.213183559698923 43.423014376358125))",Моравски коридор Highway Corridor (Veliko Golovode)
12.14,0.0,3.15,7.84,4.97,4.7,7.17,3.0,1.0,4.0,"POLYGON ((1.3898154484858867 41.27644005799002, 1.2803064137370215 41.484813287411605, 1.5612038095808822 41.56602378112715, 1.6698144341083427 41.35739415715146, 1.3898154484858867 41.27644005799002))",Motorway Autopista Zaragoza-Mediterrània Corridor (Querol)
245.84,0.0,72.86,148.66,118.9,75.8,126.94,60.0,6.0,66.0,"POLYGON ((7.342806444065262 47.64137384128739, 7.244691232502921 47.85236499962896, 7.5714952476357595 47.915580413167525, 7.668306713120848 47.70433618615316, 7.342806444065262 47.64137384128739))",Motorway A 5 Corridor (Ottmarsheim)
1.5,0.0,0.37,1.0,0.55,0.64,0.96,1.0,1.0,2.0,"POLYGON ((24.470038622949485 45.616599028237054, 24.44995296785829 45.83742661805546, 24.776638462113254 45.8505781777446, 24.795299155735698 45.62969935945005, 24.470038622949485 45.616599028237054))",DN1 Route (Arpașu de Sus)
60.4,0.0,0.0,38.7,0.0,38.7,60.4,0.0,3.0,3.0,"POLYGON ((-7.188400221319821 53.04915129272216, -7.368366894512692 53.24247403124145, -7.028518778907448 53.34504985130194, -6.849668168698991 53.15126946314057, -7.188400221319821 53.04915129272216))",Portlaoise Bypass Highway Corridor (County Offaly)
1.44,0.0,0.31,0.56,0.81,0.24,0.64,1.0,1.0,2.0,"POLYGON ((32.99935611983169 46.30428758711144, 33.01705276943056 46.52489481695135, 33.34826031686611 46.512569028355976, 33.32909845404172 46.29201090898281, 32.99935611983169 46.30428758711144))",М-17 Route (Brylivka)
0.53,0.0,0.05,0.36,0.07,0.31,0.46,1.0,1.0,2.0,"POLYGON ((25.757633850775495 45.88420167333629, 25.743133162560117 46.10510410807476, 26.071847931765898 46.11440285229945, 26.08490339195315 45.89346384396476, 25.757633850775495 45.88420167333629))",DN12 Route (Cernat)
283.03,0.0,140.84,197.35,215.03,56.51,68.0,108.0,4.0,112.0,"POLYGON ((2.2322578156270727 41.51687890960609, 2.1254705371923133 41.72601675506789, 2.408830765932563 41.80479360101297, 2.514693135051654 41.595403999610554, 2.2322578156270727 41.51687890960609))",Motorway Autopista de la Mediterrània Corridor (les Franqueses del Vallès)
0.12,0.0,0.04,0.08,0.06,0.04,0.06,1.0,1.0,2.0,"POLYGON ((26.600948372275994 62.16706366206237, 26.584916154002592 62.3882225536142, 27.07446939795554 62.39478834227861, 27.0873001557247 62.17358166745995, 26.600948372275994 62.16706366206237))",Ysitie Route (Pieksämäki)
50.82,0.0,15.77,26.36,30.52,10.59,20.3,16.0,2.0,18.0,"POLYGON ((10.041613010919454 48.81320785021204, 9.953256996497162 49.025953293149264, 10.29167576022703 49.08131243122957, 10.378600362162944 48.86833406401491, 10.041613010919454 48.81320785021204))",Motorway A 7 Corridor (Ellwangen)
219.98,0.0,55.66,120.11,101.06,64.45,118.92,51.0,5.0,56.0,"POLYGON ((13.538254705172418 47.98333861917772, 13.467158949220876 48.198767460132416, 13.80337549101329 48.24406918971841, 13.873023139606827 48.02845300156712, 13.538254705172418 47.98333861917772))",West Autobahn Highway Corridor (Kohlgrube)
10.28,0.0,0.7,7.05,1.05,6.35,9.23,1.0,2.0,3.0,"POLYGON ((13.156717697076017 65.72567605075386, 13.040672810009921 65.94546889625019, 13.57612289823017 65.99275964445617, 13.688511230948478 65.77256518847975, 13.156717697076017 65.72567605075386))",Luktvassvegen Route (Nordland)
38.9,0.0,14.78,25.96,22.77,11.19,16.13,12.0,2.0,14.0,"POLYGON ((5.88087625862002 43.389816331142406, 5.784822937419771 43.60149379572499, 6.083307532563177 43.66951017444922, 6.178288935729133 43.4575976495623, 5.88087625862002 43.389816331142406))",La Provençale Highway Corridor (Brue-Auriac)
0.02,0.0,0.01,0.01,0.02,0.0,0.0,1.0,1.0,2.0,"POLYGON ((13.910831227901298 36.86410527623415, 13.854407886033805 37.086397943259, 14.127962173237657 37.13201686493882, 14.18342408813972 36.90959326903584, 13.910831227901298 36.86410527623415))",Strada statale Sud Occidentale Sicula Corridor (Unknown Area)
14.34,0.0,3.92,9.13,5.86,5.22,8.48,3.0,2.0,5.0,"POLYGON ((15.782421815834553 39.911535957522695, 15.73025691874768 40.13262660159774, 16.01981984678505 40.17218976160551, 16.070896442398652 39.95097301072555, 15.782421815834553 39.911535957522695))",Motorway Autostrada del Mediterraneo Corridor (Lauria)
175.31,0.0,19.79,74.18,46.69,54.39,128.63,24.0,6.0,30.0,"POLYGON ((13.96099827541599 45.56092460855354, 13.895153620548077 45.77764257039559, 14.21550932936915 45.821933470322016, 14.280035694502658 45.60504639524198, 13.96099827541599 45.56092460855354))",Viadukt Ravbarkomanda Highway Corridor (Pivka)
4.51,0.0,1.02,1.77,2.58,0.76,1.94,2.0,1.0,3.0,"POLYGON ((30.062826584888032 48.134963840118075, 30.067597018093288 48.3551066390716, 30.412073761533076 48.35153447734321, 30.405714136609323 48.13140683633126, 30.062826584888032 48.134963840118075))",М-05 Route (Danylova Balka)
47.45,0.0,0.09,23.98,0.2,23.89,47.25,1.0,3.0,4.0,"POLYGON ((15.682892528160883 62.53218733939289, 15.594420455013918 62.750152818922416, 16.081973611417016 62.78931032821237, 16.16736852977213 62.571059215789376, 15.682892528160883 62.53218733939289))",E 14 Route (Borgsjö District)
0.89,0.0,0.22,0.54,0.36,0.32,0.53,1.0,1.0,2.0,"POLYGON ((-1.9690024676644564 37.011860482347664, -2.0823741123708435 37.21920758775574, -1.8263900676407112 37.31105800778598, -1.7137259558271865 37.10346343346752, -1.9690024676644564 37.011860482347664))",Motorway Autovía del Mediterráneo Corridor (Turre)
0.55,0.0,0.3,0.33,0.5,0.03,0.04,1.0,1.0,2.0,"POLYGON ((27.49670636899721 42.591186700236506, 27.490320231750502 42.814040979499076, 27.798984109242816 42.81820711583174, 27.80409380951492 42.5953381236079, 27.49670636899721 42.591186700236506))",9 Route (Tankovo)
311.36,0.0,36.63,133.97,73.66,97.34,237.69,37.0,9.0,46.0,"POLYGON ((21.464425973525806 52.52589457125839, 21.425808213864666 52.74376877803881, 21.803756775353122 52.76559891184806, 21.84048086526701 52.54761726543553, 21.464425973525806 52.52589457125839))",Via Baltica Highway Corridor (Przyjmy)
22.91,0.0,2.23,12.92,3.13,10.69,19.78,2.0,2.0,4.0,"POLYGON ((20.643873788689426 48.94133683083184, 20.604383980270203 49.15980919805649, 20.952794000997056 49.18418324550284, 20.990677829026975 48.965605167144346, 20.643873788689426 48.94133683083184))",D1 Highway Corridor (Ordzovany)
3.22,0.0,0.55,1.75,0.98,1.2,2.24,1.0,1.0,2.0,"POLYGON ((16.36638004204803 59.454081434307625, 16.289538151943802 59.67062608621429, 16.73628155020405 59.70748949108002, 16.81052991235809 59.49070981365531, 16.36638004204803 59.454081434307625))",Motorway E 18 Corridor (Enhagen-Ekbacken)
12.78,0.0,7.29,8.27,11.27,0.97,1.52,6.0,1.0,7.0,"POLYGON ((-8.40693244630463 41.06337917542185, -8.55179357367192 41.259333119312394, -8.28882371021935 41.36741689340158, -8.144609799168379 41.171144300974355, -8.40693244630463 41.06337917542185))",Motorway A 3 Corridor (Paredes)
49.63,0.0,1.41,28.01,2.56,26.6,47.07,2.0,3.0,5.0,"POLYGON ((-6.410241473998974 41.60383128630335, -6.549354738981826 41.80231226947843, -6.279935110360026 41.90490677021594, -6.141537014322014 41.70611350214153, -6.410241473998974 41.60383128630335))",Carretera de Zamora Route (San Vitero)
151.01,0.0,72.53,100.89,108.76,28.36,42.25,55.0,3.0,58.0,"POLYGON ((4.395777684873461 43.741640014397035, 4.293101372356971 43.95171737832583, 4.591597091188139 44.0239050501139, 4.69321896799265 43.813576972056765, 4.395777684873461 43.741640014397035))",La Languedocienne Highway Corridor (Bezouce)
26.19,0.0,0.0,17.38,0.0,17.38,26.19,0.0,2.0,2.0,"POLYGON ((-8.866726174387175 39.84303625317179, -9.01006073515925 40.03905110202221, -8.753634216895804 40.14875703536587, -8.610907159668907 39.95243246092813, -8.866726174387175 39.84303625317179))",Motorway Autoestrada do Norte Corridor (Pombal)
1.06,0.0,0.44,0.63,0.74,0.19,0.32,1.0,1.0,2.0,"POLYGON ((-3.215379084253168 37.050445023828566, -3.333097004309693 37.25618756473487, -3.0788959123688016 37.35150386394831, -2.961859872061973 37.14550612548387, -3.215379084253168 37.050445023828566))",Motorway Autovía de Sevilla a Almería por Granada Corridor (Jérez del Marquesado)
0.44,0.0,0.04,0.25,0.11,0.2,0.33,1.0,1.0,2.0,"POLYGON ((20.497353465072276 42.020278166481546, 20.462338791169678 42.242056202200644, 20.765901457336607 42.26729136187704, 20.799696889168874 42.04542636877145, 20.497353465072276 42.020278166481546))",Doktor Ibrahim Rugova Highway Corridor (Zhur)
20.82,0.0,2.83,14.24,3.95,11.4,16.87,2.0,2.0,4.0,"POLYGON ((0.3353266193824932 47.91156936331144, 0.2061938223438791 48.115524564747645, 0.5240750531961663 48.1983898566535, 0.652075243895174 47.99411073855134, 0.3353266193824932 47.91156936331144))",L’Océane Highway Corridor (Montfort-le-Gesnois)
2.73,0.0,0.28,1.41,0.5,1.12,2.24,1.0,1.0,2.0,"POLYGON ((25.991022875511465 47.43790755318805, 25.977121485736753 47.65815705360817, 26.316448471162342 47.666718244022086, 26.3288096303099 47.44643327406952, 25.991022875511465 47.43790755318805))",DN17 Route (Horodniceni)
293.67,0.0,42.0,152.0,80.22,110.0,213.44,41.0,8.0,49.0,"POLYGON ((5.542564730486356 50.5129846144804, 5.429816708666224 50.72147571552323, 5.7748394248945365 50.789515472144664, 5.886160951353735 50.58072610917861, 5.542564730486356 50.5129846144804))",La Hesbignonne Highway Corridor (Beyne-Heusay)
6.89,0.0,1.16,2.66,3.03,1.5,3.86,2.0,1.0,3.0,"POLYGON ((25.78412314539611 50.514071098070794, 25.768263416313825 50.7332756555126, 26.130726318962413 50.74237993958517, 26.144829541877925 50.523133486692785, 25.78412314539611 50.514071098070794))",М-06 Route (Humennyky)
4.63,0.0,1.02,2.5,1.85,1.48,2.78,1.0,1.0,2.0,"POLYGON ((25.618245157668635 52.70388892376079, 25.600721905987264 52.92264760034112, 25.981737024482268 52.9322008545992, 25.997320189804142 52.71339467814526, 25.618245157668635 52.70388892376079))",М1 Highway Corridor (Волькаўскі сельскі Савет)
164.78,0.0,53.66,78.2,113.24,24.53,51.54,57.0,3.0,60.0,"POLYGON ((6.467994962168641 50.92266383916554, 6.358548778990856 51.131896473330364, 6.708139369209573 51.19728890592023, 6.816106803333661 50.987764334556594, 6.467994962168641 50.92266383916554))",Motorway A 4 Corridor (Grevenbroich)
0.06,0.0,0.0,0.03,0.0,0.03,0.06,0.0,1.0,1.0,"POLYGON ((12.179865737996666 55.66707341887956, 12.087720553424475 55.88032515465974, 12.487354305051923 55.92924247674522, 12.577472832023426 55.715725687435814, 12.179865737996666 55.66707341887956))",Motorway Motorring 3 Corridor (Værløse)
42.53,0.0,17.0,29.02,24.77,12.02,17.76,13.0,2.0,15.0,"POLYGON ((5.194743352713358 46.96543616541431, 5.0887268527205185 47.17476258134345, 5.408061803747575 47.24417024440102, 5.512860695099493 47.03457464998106, 5.194743352713358 46.96543616541431))",La Comtoise Highway Corridor (Saint-Symphorien-sur-Saône)
115.45,0.0,35.21,55.26,77.69,20.05,37.76,39.0,3.0,42.0,"POLYGON ((-0.3419446323943757 41.480094519171494, -0.4583896238644276 41.68638588477193, -0.1790979295579563 41.77240091184229, -0.0635183272893892 41.56583871254653, -0.3419446323943757 41.480094519171494))",Motorway AP-2 Corridor (Castejón de Monegros)
5.02,0.0,1.59,2.73,2.7,1.14,2.32,2.0,1.0,3.0,"POLYGON ((23.836589037211677 42.246966567155454, 23.815151539719835 42.46953251417604, 24.121218606833295 42.484726531569066, 24.14140638106969 42.262107630549586, 23.836589037211677 42.246966567155454))",Автомагистрала Тракия Highway Corridor (Tserovo)
7.18,0.0,2.77,3.37,5.86,0.61,1.32,3.0,1.0,4.0,"POLYGON ((24.61260238640283 55.08543608114183, 24.58858447550219 55.30390823866601, 24.991872989516835 55.31640129819112, 25.013720936025017 55.09786137221765, 24.61260238640283 55.08543608114183))",Motorway A2 Corridor (Vaitkūnai)
2.81,0.0,0.01,1.2,0.04,1.19,2.76,1.0,1.0,2.0,"POLYGON ((5.075749989389905 59.65976040910299, 4.931439062046122 59.86819779830846, 5.363953850737681 59.937673996118875, 5.506036152412449 59.72880621393818, 5.075749989389905 59.65976040910299))",E 39 Route (Innvær)
44.55,0.0,4.66,22.1,9.43,17.44,35.12,5.0,3.0,8.0,"POLYGON ((15.712534283470427 51.38289789209509, 15.64658013664191 51.598582244515946, 16.0107784735536 51.63733109912116, 16.075013008124 51.42146556020852, 15.712534283470427 51.38289789209509))",S3 Highway Corridor (Nowy Dwór)
1.32,0.0,0.68,0.87,1.04,0.18,0.28,1.0,1.0,2.0,"POLYGON ((20.760163074691977 48.285390164693595, 20.721758318902477 48.50412945666709, 21.065393856010843 48.52819005327172, 21.102235703904825 48.30934869476976, 20.760163074691977 48.285390164693595))",Motorway M30 Corridor (Gadna)
85.28,0.0,12.46,49.82,21.69,37.36,63.58,11.0,4.0,15.0,"POLYGON ((11.700521613267833 47.263420134047664, 11.622321763293154 47.47792858956869, 11.951711684844003 47.528639618631566, 12.028538326471729 47.31392758011245, 11.700521613267833 47.263420134047664))",Inntal Autobahn Highway Corridor (Strass im Zillertal)
2.65,0.0,0.93,1.43,1.73,0.5,0.92,1.0,1.0,2.0,"POLYGON ((-6.2212062886726756 37.88416872898633, -6.350888270621095 38.08528085077377, -6.098173980876103 38.188571836711915, -5.9691241073069286 37.98718098952708, -6.2212062886726756 37.88416872898633))",Motorway Autovía Ruta de la Plata Corridor (Monesterio)
0.23,0.0,0.0,0.17,0.0,0.17,0.23,0.0,1.0,1.0,"POLYGON ((26.89500904399277 57.54988325805379, 26.882626869640134 57.76895049947084, 27.312720249507475 57.774661471278655, 27.322628961139824 57.55556010477147, 26.89500904399277 57.54988325805379))",A2 Route (Võru County)
97.81,0.0,7.68,57.31,13.92,49.63,83.88,7.0,4.0,11.0,"POLYGON ((-0.8961895165327372 41.3062271147905, -1.0143375770305234 41.51197292295414, -0.7368040576071488 41.59957556953699, -0.6195029142469407 41.393556346335934, -0.8961895165327372 41.3062271147905))",Motorway Autopista Zaragoza-Mediterráneo Corridor (Mediana de Aragón)
332.93,0.0,62.18,225.5,92.03,163.32,240.9,47.0,9.0,56.0,"POLYGON ((1.9913164215155315 50.68181589012949, 1.8617542856351206 50.88675440830791, 2.202263325042149 50.96471848486035, 2.3304947568954475 50.75944188713375, 1.9913164215155315 50.68181589012949))",L'Européenne Highway Corridor (Muncq-Nieurlet)
17.69,0.0,0.33,12.28,0.47,11.95,17.21,1.0,2.0,3.0,"POLYGON ((2.6829203991177297 46.38004392735544, 2.5675714298425127 46.58713111195879, 2.8793894457641978 46.66369956508779, 2.9936119402506844 46.45632458375849, 2.6829203991177297 46.38004392735544))",Motorway E 62 Corridor (Louroux-Bourbonnais)
4.87,0.0,1.32,3.18,2.02,1.86,2.85,2.0,1.0,3.0,"POLYGON ((-8.836634645793858 39.34051048804711, -8.978612572966242 39.536886790769024, -8.724373289844761 39.64668794381871, -8.582993065200217 39.4500066328745, -8.836634645793858 39.34051048804711))",Motorway Autoestrada da Beira Interior Corridor (Porto de Mós)
5.04,0.0,0.94,2.55,1.83,1.6,3.2,1.0,1.0,2.0,"POLYGON ((26.345592658597102 41.00205279988324, 26.33474659399386 41.22582174557804, 26.634437655586154 41.23350000894088, 26.644081260786006 41.0097053277577, 26.345592658597102 41.00205279988324))",D-550 Route (Meriç)
3.83,0.0,0.77,1.48,1.98,0.71,1.85,1.0,1.0,2.0,"POLYGON ((31.110458903103364 48.561332224906295, 31.120173059957256 48.78125530703714, 31.467644472738733 48.77456602326113, 31.45631449902981 48.554671728418164, 31.110458903103364 48.561332224906295))",М-30 Route (Kirovohrad Oblast)
8.86,0.0,1.24,5.12,2.44,3.88,6.43,2.0,1.0,3.0,"POLYGON ((-7.178531678998844 40.29043685930187, -7.317105175190104 40.4886227088681, -7.055408383461588 40.59368162541697, -6.917497029975707 40.39519106546913, -7.178531678998844 40.29043685930187))",Motorway Autoestrada das Beiras Litoral e Alta Corridor (Guarda)
1.64,0.0,0.15,0.64,0.38,0.49,1.26,1.0,1.0,2.0,"POLYGON ((33.183720193633555 48.50602514145003, 33.20310289583531 48.72570950358409, 33.54970946439248 48.712860320710256, 33.52872294202662 48.49323107689378, 33.183720193633555 48.50602514145003))",М-30 Route (Kirovohrad Oblast)
5.33,0.0,0.54,3.33,0.88,2.8,4.45,1.0,1.0,2.0,"POLYGON ((-3.4205499748172805 53.143822706189624, -3.5834627893937676 53.342108213347075, -3.2340867039986687 53.43468638120869, -3.072456205956479 53.235975860030884, -3.4205499748172805 53.143822706189624))",Motorway Moreton Spur Corridor (Lloc)
79.36,0.0,15.82,39.5,32.11,23.68,47.25,17.0,3.0,20.0,"POLYGON ((8.660047444145874 49.48927772075693, 8.564033866135897 49.700736573383104, 8.9057008372584 49.76000168430153, 9.000272224671168 49.54828889871254, 8.660047444145874 49.48927772075693))",Motorway A 5 Corridor (Fahrenbach)
8.36,0.0,3.47,3.71,7.92,0.25,0.44,4.0,1.0,5.0,"POLYGON ((16.028485150167025 57.86545211135616, 15.952948027069926 58.08131575152476, 16.380460933394662 58.11909585533392, 16.453626431267242 57.903006773723895, 16.028485150167025 57.86545211135616))",E 22 Route (Kalmar County)
